gameid,split,playoffs,date,game,playerid,side,position,player,team,champion,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,totalgold,earnedgold,earned gpm,goldspent,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
6947-9441-2-2,Spring,0,2021-01-28 10:14:08,2,200,Red,team,,LGD Gaming,,1594,0,5,13,10,5,13,0.0,0.0,,,1.0,,,,0.1882,0.6775,1.0,1.0,2.0,1.0,,,0.0,0.0,1.0,0.0,3.0,10.0,0.0,0.0,,,0.0,2.0,35392.0,1332.1957,3149.8871,2007.478,76.0,2.8607,30.0,1.1292,30.0,44294,26657.0,1003.4003,42945.0,917.0,728.0,189.0,143.0,4.0,34.5169,15892.0,18954.0,327.0,15849.0,20409.0,356.0,43.0,-1455.0,-29.0,2.0,4.0,1.0,1.0,1.0,2.0,24564.0,29693.0,520.0,26159.0,32984.0,575.0,-1595.0,-3291.0,-55.0,3.0,6.0,4.0,4.0,6.0,3.0
6948-9445-1-1,Spring,0,2021-01-28 11:13:35,1,100,Blue,team,,Oh My God,,1492,0,4,15,12,4,15,0.0,0.0,,,0.0,,,,0.1609,0.7641,1.0,2.0,2.0,0.0,,,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,,,0.0,1.0,30565.0,1229.1555,3694.6247,2289.1287,79.0,3.1769,31.0,1.2466,23.0,38471,21875.0,879.6917,36565.0,823.0,664.0,159.0,121.0,0.0,33.0965,15647.0,17530.0,307.0,16436.0,19601.0,353.0,-789.0,-2071.0,-46.0,2.0,8.0,2.0,2.0,2.0,2.0,24214.0,29100.0,518.0,26744.0,31617.0,558.0,-2530.0,-2517.0,-40.0,3.0,10.0,5.0,5.0,5.0,3.0
6948-9445-1-1,Spring,0,2021-01-28 11:13:35,1,200,Red,team,,Suning,,1492,1,15,4,25,15,4,3.0,1.0,,,1.0,,,,0.6032,0.7641,0.0,2.0,2.0,1.0,,,1.0,1.0,0.0,1.0,7.0,0.0,1.0,1.0,,,1.0,0.0,65880.0,2649.3298,2194.2627,2265.4424,85.0,3.4182,42.0,1.689,37.0,50433,33837.0,1360.7373,43975.0,914.0,715.0,199.0,139.0,12.0,36.756,16436.0,19601.0,353.0,15647.0,17530.0,307.0,789.0,2071.0,46.0,2.0,2.0,2.0,2.0,8.0,2.0,26744.0,31617.0,558.0,24214.0,29100.0,518.0,2530.0,2517.0,40.0,5.0,5.0,3.0,3.0,10.0,5.0
6948-9447-2-2,Spring,0,2021-01-28 11:57:00,2,100,Blue,team,,Oh My God,,1346,0,4,23,9,4,23,0.0,0.0,0.0,0.0,0.0,,,,0.1783,1.2036,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,0.0,,,0.0,2.0,42691.0,1903.0163,3523.2838,2282.63,50.0,2.2288,29.0,1.2927,21.0,35387,20280.0,904.0119,32040.0,,,149.0,100.0,9.0,,15817.0,18105.0,299.0,18030.0,20302.0,335.0,-2213.0,-2197.0,-36.0,3.0,6.0,7.0,7.0,18.0,3.0,24285.0,29429.0,522.0,28835.0,33425.0,544.0,-4550.0,-3996.0,-22.0,3.0,6.0,11.0,11.0,23.0,3.0
6948-9447-2-2,Spring,0,2021-01-28 11:57:00,2,200,Red,team,,Suning,,1346,1,23,4,48,23,4,4.0,1.0,0.0,0.0,1.0,,,,1.0253,1.2036,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,9.0,1.0,1.0,1.0,,,2.0,0.0,53946.0,2404.7251,3558.0089,2688.8559,71.0,3.1649,23.0,1.0253,30.0,49193,34086.0,1519.4354,42150.0,,,148.0,83.0,22.0,,18030.0,20302.0,335.0,15817.0,18105.0,299.0,2213.0,2197.0,36.0,7.0,18.0,3.0,3.0,6.0,7.0,28835.0,33425.0,544.0,24285.0,29429.0,522.0,4550.0,3996.0,22.0,11.0,23.0,3.0,3.0,6.0,11.0
6949-9455-1-1,Spring,0,2021-01-29 09:22:07,1,100,Blue,team,,eStar,,1768,0,9,16,18,9,16,2.0,0.0,,,1.0,,,,0.3054,0.8484,0.0,1.0,3.0,0.0,,,0.0,0.0,1.0,0.0,2.0,7.0,1.0,0.0,,,0.0,1.0,50795.0,1723.8122,3033.8348,2337.3529,92.0,3.1222,56.0,1.9005,45.0,47049,27637.0,937.9072,46625.0,920.0,745.0,175.0,134.0,2.0,31.2217,14590.0,18490.0,322.0,15640.0,19123.0,363.0,-1050.0,-633.0,-41.0,0.0,0.0,0.0,0.0,0.0,0.0,24147.0,30955.0,517.0,23616.0,29026.0,544.0,531.0,1929.0,-27.0,4.0,8.0,1.0,1.0,2.0,4.0
6949-9455-1-1,Spring,0,2021-01-29 09:22:07,1,200,Red,team,,LNG Esports,,1768,1,16,9,46,16,9,2.0,1.0,,,0.0,,,,0.543,0.8484,1.0,3.0,1.0,1.0,,,1.0,1.0,0.0,1.0,7.0,2.0,0.0,1.0,,,1.0,0.0,62696.0,2127.6923,2892.4208,2492.2059,99.0,3.3597,47.0,1.595,39.0,56629,37217.0,1263.0204,49025.0,1027.0,795.0,232.0,153.0,15.0,34.8529,15640.0,19123.0,363.0,14590.0,18490.0,322.0,1050.0,633.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,23616.0,29026.0,544.0,24147.0,30955.0,517.0,-531.0,-1929.0,27.0,1.0,2.0,4.0,4.0,8.0,1.0
6950-9459-1-1,Spring,0,2021-01-29 11:26:18,1,100,Blue,team,,Team WE,,1718,0,5,15,16,5,15,0.0,0.0,,,1.0,,,,0.1746,0.6985,1.0,2.0,2.0,0.0,,,0.0,0.0,2.0,0.0,3.0,10.0,1.0,0.0,,,0.0,1.0,35924.0,1254.6217,2613.4226,2221.851,81.0,2.8289,57.0,1.9907,37.0,47757,28855.0,1007.7416,47375.0,1026.0,797.0,229.0,155.0,21.0,35.8324,15874.0,19004.0,358.0,14785.0,18175.0,325.0,1089.0,829.0,33.0,1.0,4.0,0.0,0.0,0.0,1.0,23853.0,30217.0,565.0,23663.0,30731.0,563.0,190.0,-514.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0
6950-9459-1-1,Spring,0,2021-01-29 11:26:18,1,200,Red,team,,Royal Never Give Up,,1718,1,15,5,48,15,5,4.0,2.0,,,0.0,,,,0.5239,0.6985,0.0,2.0,2.0,1.0,,,1.0,2.0,0.0,1.0,10.0,3.0,0.0,1.0,,,1.0,0.0,48689.0,1700.4307,2217.5204,1682.8289,127.0,4.4354,39.0,1.362,41.0,55573,36671.0,1280.7101,50175.0,942.0,739.0,203.0,140.0,11.0,32.8987,14785.0,18175.0,325.0,15874.0,19004.0,358.0,-1089.0,-829.0,-33.0,0.0,0.0,1.0,1.0,4.0,0.0,23663.0,30731.0,563.0,23853.0,30217.0,565.0,-190.0,514.0,-2.0,0.0,0.0,1.0,1.0,4.0,0.0
6950-9462-2-2,Spring,0,2021-01-29 12:13:00,2,100,Blue,team,,Royal Never Give Up,,1788,1,17,8,35,17,8,3.0,1.0,0.0,0.0,1.0,,,,0.5705,0.8389,0.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,9.0,1.0,1.0,1.0,,,2.0,0.0,62905.0,2110.906,1950.302,1581.7785,128.0,4.2953,59.0,1.9799,44.0,59597,39981.0,1341.6443,54950.0,,,249.0,151.0,26.0,,16673.0,18906.0,340.0,15696.0,18389.0,320.0,977.0,517.0,20.0,3.0,5.0,3.0,3.0,9.0,3.0,26633.0,30317.0,550.0,24425.0,30102.0,548.0,2208.0,215.0,2.0,4.0,7.0,3.0,3.0,9.0,4.0
6950-9462-2-2,Spring,0,2021-01-29 12:13:00,2,200,Red,team,,Team WE,,1788,0,8,17,23,8,17,1.0,0.0,0.0,0.0,0.0,,,,0.2685,0.8389,1.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,9.0,0.0,0.0,,,0.0,2.0,29880.0,1002.6846,2902.5839,2422.8859,105.0,3.5235,53.0,1.7785,41.0,46521,26905.0,902.8523,46175.0,,,179.0,140.0,4.0,,15696.0,18389.0,320.0,16673.0,18906.0,340.0,-977.0,-517.0,-20.0,3.0,9.0,3.0,3.0,5.0,3.0,24425.0,30102.0,548.0,26633.0,30317.0,550.0,-2208.0,-215.0,-2.0,3.0,9.0,4.0,4.0,7.0,3.0
6951-9471-1-1,Spring,0,2021-01-30 09:18:23,1,100,Blue,team,,ThunderTalk Gaming,,2030,1,22,15,45,22,15,2.0,1.0,,,0.0,,,,0.6502,1.0936,0.0,3.0,1.0,1.0,,,1.0,1.0,1.0,1.0,9.0,5.0,1.0,1.0,,,1.0,0.0,71108.0,2101.7143,3267.5172,3133.4187,107.0,3.1626,43.0,1.2709,48.0,66750,44666.0,1320.1773,61933.0,1126.0,871.0,255.0,158.0,30.0,33.2808,16299.0,19317.0,318.0,15600.0,19126.0,337.0,699.0,191.0,-19.0,4.0,4.0,1.0,1.0,1.0,4.0,27582.0,32007.0,500.0,25235.0,31202.0,518.0,2347.0,805.0,-18.0,11.0,16.0,6.0,6.0,7.0,11.0
6951-9471-1-1,Spring,0,2021-01-30 09:18:23,1,200,Red,team,,Victory Five,,2030,0,15,22,32,15,22,1.0,0.0,,,1.0,,,,0.4433,1.0936,1.0,1.0,3.0,0.0,,,0.0,1.0,1.0,0.0,5.0,9.0,0.0,0.0,,,0.0,1.0,76243.0,2253.4877,2903.468,3403.7143,97.0,2.867,42.0,1.2414,37.0,61191,39107.0,1155.8719,58800.0,1094.0,859.0,235.0,169.0,9.0,32.335,15600.0,19126.0,337.0,16299.0,19317.0,318.0,-699.0,-191.0,19.0,1.0,1.0,4.0,4.0,4.0,1.0,25235.0,31202.0,518.0,27582.0,32007.0,500.0,-2347.0,-805.0,18.0,6.0,7.0,11.0,11.0,16.0,6.0
6951-9474-2-2,Spring,0,2021-01-30 10:14:00,2,100,Blue,team,,Victory Five,,1676,0,11,25,28,11,25,2.0,0.0,0.0,0.0,0.0,,,,0.3938,1.2888,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,,,0.0,2.0,70055.0,2507.9356,3868.21,3538.3174,76.0,2.7208,30.0,1.074,35.0,44386,25913.0,927.673,44250.0,,,153.0,113.0,10.0,,16046.0,19555.0,348.0,15714.0,19805.0,350.0,332.0,-250.0,-2.0,2.0,4.0,1.0,1.0,1.0,2.0,24774.0,30098.0,514.0,26150.0,32104.0,536.0,-1376.0,-2006.0,-22.0,6.0,14.0,5.0,5.0,10.0,6.0
6951-9474-2-2,Spring,0,2021-01-30 10:14:00,2,200,Red,team,,ThunderTalk Gaming,,1676,1,25,11,68,25,11,5.0,0.0,0.0,0.0,1.0,,,,0.895,1.2888,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,1.0,1.0,1.0,,,2.0,0.0,79459.0,2844.5943,3731.3842,2868.6158,82.0,2.9356,38.0,1.3604,35.0,59449,40976.0,1466.9212,51785.0,,,221.0,126.0,29.0,,15714.0,19805.0,350.0,16046.0,19555.0,348.0,-332.0,250.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,26150.0,32104.0,536.0,24774.0,30098.0,514.0,1376.0,2006.0,22.0,5.0,10.0,6.0,6.0,14.0,5.0
6952-9476-1-1,Spring,0,2021-01-30 11:12:19,1,100,Blue,team,,Invictus Gaming,,1413,0,13,23,25,13,23,1.0,0.0,,,1.0,,,,0.552,1.5287,1.0,1.0,2.0,0.0,,,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,,,0.0,1.0,43232.0,1835.7537,3226.5817,1857.9193,66.0,2.8025,20.0,0.8493,22.0,41542,25751.0,1093.4607,40000.0,792.0,642.0,150.0,113.0,1.0,33.6306,15209.0,17746.0,332.0,19653.0,20712.0,355.0,-4444.0,-2966.0,-23.0,1.0,1.0,6.0,6.0,6.0,1.0,25587.0,31493.0,546.0,27815.0,31279.0,554.0,-2228.0,214.0,-8.0,5.0,8.0,6.0,6.0,6.0,5.0
6952-9476-1-1,Spring,0,2021-01-30 11:12:19,1,200,Red,team,,FunPlus Phoenix,,1413,1,23,13,53,23,13,4.0,2.0,,,0.0,,,,0.9766,1.5287,0.0,2.0,1.0,1.0,,,1.0,1.0,0.0,1.0,8.0,1.0,1.0,1.0,,,1.0,0.0,56293.0,2390.3609,3250.276,2952.6115,63.0,2.6752,25.0,1.0616,27.0,52065,36274.0,1540.2972,44775.0,810.0,611.0,199.0,130.0,27.0,34.3949,19653.0,20712.0,355.0,15209.0,17746.0,332.0,4444.0,2966.0,23.0,6.0,6.0,1.0,1.0,1.0,6.0,27815.0,31279.0,554.0,25587.0,31493.0,546.0,2228.0,-214.0,8.0,6.0,6.0,5.0,5.0,8.0,6.0
6952-9479-2-2,Spring,0,2021-01-30 11:55:00,2,100,Blue,team,,FunPlus Phoenix,,1630,1,20,10,48,20,10,1.0,0.0,0.0,0.0,1.0,,,,0.7362,1.0675,0.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,9.0,2.0,1.0,1.0,,,1.0,0.0,67957.0,2501.4847,3254.7239,2925.9018,84.0,3.092,32.0,1.1779,36.0,54995,36991.0,1361.6319,46675.0,,,203.0,129.0,21.0,,17747.0,18354.0,300.0,16908.0,19121.0,335.0,839.0,-767.0,-35.0,4.0,9.0,3.0,3.0,5.0,4.0,28400.0,30487.0,496.0,25262.0,29291.0,531.0,3138.0,1196.0,-35.0,8.0,14.0,4.0,4.0,6.0,8.0
6952-9479-2-2,Spring,0,2021-01-30 11:55:00,2,200,Red,team,,Invictus Gaming,,1630,0,9,20,21,9,20,1.0,0.0,0.0,0.0,0.0,,,,0.3313,1.0675,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,9.0,0.0,0.0,,,0.0,1.0,55325.0,2036.5031,3398.6871,2857.6933,91.0,3.3497,39.0,1.4356,35.0,45046,27042.0,995.411,42825.0,,,170.0,119.0,12.0,,16908.0,19121.0,335.0,17747.0,18354.0,300.0,-839.0,767.0,35.0,3.0,5.0,4.0,4.0,9.0,3.0,25262.0,29291.0,531.0,28400.0,30487.0,496.0,-3138.0,-1196.0,35.0,4.0,6.0,8.0,8.0,14.0,4.0
6953-9487-1-1,Spring,0,2021-01-31 09:18:00,1,100,Blue,team,,Rare Atom,,1431,1,15,3,27,15,3,3.0,1.0,0.0,0.0,1.0,,,,0.6289,0.7547,0.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,11.0,1.0,1.0,1.0,,,2.0,0.0,45799.0,1920.2935,1845.6604,1768.5535,69.0,2.8931,27.0,1.1321,22.0,51764,35790.0,1500.6289,44400.0,,,223.0,114.0,39.0,,18229.0,20600.0,385.0,14400.0,18013.0,299.0,3829.0,2587.0,86.0,4.0,8.0,0.0,0.0,0.0,4.0,31110.0,34938.0,611.0,22215.0,29216.0,484.0,8895.0,5722.0,127.0,9.0,12.0,1.0,1.0,1.0,9.0
6953-9487-1-1,Spring,0,2021-01-31 09:18:00,1,200,Red,team,,Rogue Warriors,,1431,0,3,15,4,3,15,0.0,0.0,0.0,0.0,0.0,,,,0.1258,0.7547,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,,,0.0,2.0,16488.0,691.3208,2768.3857,1922.1384,58.0,2.4319,18.0,0.7547,22.0,35105,19131.0,802.1384,34125.0,,,136.0,104.0,6.0,,14400.0,18013.0,299.0,18229.0,20600.0,385.0,-3829.0,-2587.0,-86.0,0.0,0.0,4.0,4.0,8.0,0.0,22215.0,29216.0,484.0,31110.0,34938.0,611.0,-8895.0,-5722.0,-127.0,1.0,1.0,9.0,9.0,12.0,1.0
6954-9492-1-1,Spring,0,2021-01-31 11:00:52,1,100,Blue,team,,JD Gaming,,1748,0,9,20,11,9,20,2.0,0.0,,,0.0,,,,0.3089,0.9954,0.0,0.0,4.0,0.0,,,0.0,0.0,1.0,0.0,1.0,7.0,1.0,0.0,,,0.0,1.0,47426.0,1627.8947,2765.0801,2160.3089,90.0,3.0892,36.0,1.2357,32.0,47134,27926.0,958.5584,45025.0,947.0,743.0,204.0,167.0,0.0,32.5057,15792.0,18622.0,316.0,16969.0,18732.0,336.0,-1177.0,-110.0,-20.0,3.0,6.0,4.0,4.0,10.0,3.0,23629.0,29714.0,520.0,26301.0,29984.0,544.0,-2672.0,-270.0,-24.0,3.0,6.0,4.0,4.0,10.0,3.0
6954-9492-1-1,Spring,0,2021-01-31 11:00:52,1,200,Red,team,,Top Esports,,1748,1,20,9,48,20,9,2.0,0.0,,,1.0,,,,0.6865,0.9954,1.0,4.0,0.0,1.0,,,1.0,1.0,0.0,1.0,7.0,1.0,0.0,1.0,,,1.0,0.0,64491.0,2213.6499,2801.3272,2141.8078,80.0,2.746,49.0,1.6819,41.0,57212,38004.0,1304.4851,51625.0,987.0,777.0,210.0,139.0,1.0,33.8787,16969.0,18732.0,336.0,15792.0,18622.0,316.0,1177.0,110.0,20.0,4.0,10.0,3.0,3.0,6.0,4.0,26301.0,29984.0,544.0,23629.0,29714.0,520.0,2672.0,270.0,24.0,4.0,10.0,3.0,3.0,6.0,4.0
6954-9495-2-2,Spring,0,2021-01-31 11:49:00,2,100,Blue,team,,JD Gaming,,1385,0,3,19,4,3,19,0.0,0.0,0.0,0.0,0.0,,,,0.13,0.9531,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,7.0,0.0,0.0,,,0.0,1.0,32793.0,1420.6354,3442.4838,2320.6787,60.0,2.5993,24.0,1.0397,28.0,37338,21833.0,945.8339,35400.0,,,174.0,116.0,8.0,,16549.0,18385.0,356.0,17575.0,19645.0,366.0,-1026.0,-1260.0,-10.0,0.0,0.0,2.0,2.0,2.0,0.0,25364.0,30449.0,583.0,27656.0,30414.0,558.0,-2292.0,35.0,25.0,1.0,1.0,5.0,5.0,6.0,1.0
6954-9495-2-2,Spring,0,2021-01-31 11:49:00,2,200,Red,team,,Top Esports,,1385,1,19,3,47,19,3,2.0,0.0,0.0,0.0,1.0,,,,0.8231,0.9531,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,2.0,1.0,1.0,,,1.0,0.0,58892.0,2551.278,2792.3177,2236.3755,62.0,2.6859,26.0,1.1264,30.0,47065,31560.0,1367.2202,42095.0,,,136.0,106.0,8.0,,17575.0,19645.0,366.0,16549.0,18385.0,356.0,1026.0,1260.0,10.0,2.0,2.0,0.0,0.0,0.0,2.0,27656.0,30414.0,558.0,25364.0,30449.0,583.0,2292.0,-35.0,-25.0,5.0,6.0,1.0,1.0,1.0,5.0
6955-9504-1-1,Spring,0,2021-02-01 09:21:04,1,100,Blue,team,,Suning,,1702,1,14,5,40,14,5,2.0,0.0,,,1.0,,,,0.4935,0.6698,0.0,2.0,2.0,1.0,,,1.0,1.0,0.0,1.0,8.0,2.0,1.0,1.0,,,1.0,0.0,59605.0,2101.2338,2168.6722,2468.0729,94.0,3.3137,40.0,1.4101,43.0,53491,34753.0,1225.1351,46810.0,906.0,713.0,193.0,119.0,17.0,31.9389,17020.0,19319.0,315.0,15753.0,18854.0,333.0,1267.0,465.0,-18.0,4.0,11.0,2.0,2.0,4.0,4.0,27736.0,31416.0,507.0,24523.0,30015.0,536.0,3213.0,1401.0,-29.0,8.0,21.0,3.0,3.0,6.0,8.0
6955-9504-1-1,Spring,0,2021-02-01 09:21:04,1,200,Red,team,,LGD Gaming,,1702,0,5,14,10,5,14,0.0,0.0,,,0.0,,,,0.1763,0.6698,1.0,2.0,2.0,0.0,,,0.0,0.0,1.0,0.0,2.0,8.0,0.0,0.0,,,0.0,1.0,35215.0,1241.4219,2950.7873,2157.3561,88.0,3.1022,46.0,1.6216,38.0,45143,26405.0,930.8461,44145.0,964.0,757.0,207.0,151.0,10.0,33.9835,15753.0,18854.0,333.0,17020.0,19319.0,315.0,-1267.0,-465.0,18.0,2.0,4.0,4.0,4.0,11.0,2.0,24523.0,30015.0,536.0,27736.0,31416.0,507.0,-3213.0,-1401.0,29.0,3.0,6.0,8.0,8.0,21.0,3.0
6955-9506-2-2,Spring,0,2021-02-01 10:09:00,2,100,Blue,team,,LGD Gaming,,1860,0,3,17,10,3,17,0.0,0.0,0.0,0.0,0.0,,,,0.0968,0.6452,1.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,9.0,0.0,0.0,,,0.0,1.0,58952.0,1901.6774,3219.0645,2834.2581,106.0,3.4194,37.0,1.1935,47.0,47958,27608.0,890.5806,45720.0,,,170.0,135.0,9.0,,14810.0,17946.0,321.0,16497.0,18658.0,348.0,-1687.0,-712.0,-27.0,0.0,0.0,2.0,2.0,3.0,0.0,23064.0,30013.0,536.0,26723.0,30848.0,572.0,-3659.0,-835.0,-36.0,0.0,0.0,3.0,3.0,7.0,0.0
6955-9506-2-2,Spring,0,2021-02-01 10:09:00,2,200,Red,team,,Suning,,1860,1,17,3,42,17,3,3.0,1.0,0.0,0.0,1.0,,,,0.5484,0.6452,0.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,9.0,2.0,1.0,1.0,,,1.0,0.0,76828.0,2478.3226,2984.9032,2908.4516,100.0,3.2258,56.0,1.8065,39.0,62207,41857.0,1350.2258,59485.0,,,254.0,137.0,46.0,,16497.0,18658.0,348.0,14810.0,17946.0,321.0,1687.0,712.0,27.0,2.0,3.0,0.0,0.0,0.0,2.0,26723.0,30848.0,572.0,23064.0,30013.0,536.0,3659.0,835.0,36.0,3.0,7.0,0.0,0.0,0.0,3.0
6956-9508-1-1,Spring,0,2021-02-01 11:11:20,1,100,Blue,team,,Royal Never Give Up,,1730,1,14,4,31,14,4,1.0,0.0,,,1.0,,,,0.4855,0.6243,1.0,2.0,2.0,1.0,,,1.0,1.0,0.0,1.0,11.0,1.0,1.0,1.0,,,2.0,0.0,55494.0,1924.6474,2565.0867,1989.1214,107.0,3.711,43.0,1.4913,32.0,58708,39684.0,1376.3237,53460.0,1089.0,842.0,247.0,140.0,53.0,37.7688,15588.0,18183.0,329.0,15012.0,18414.0,334.0,576.0,-231.0,-5.0,1.0,2.0,0.0,0.0,0.0,1.0,26171.0,30639.0,533.0,23218.0,28300.0,499.0,2953.0,2339.0,34.0,5.0,10.0,2.0,2.0,6.0,5.0
6956-9508-1-1,Spring,0,2021-02-01 11:11:20,1,200,Red,team,,Bilibili Gaming,,1730,0,4,14,9,4,14,0.0,0.0,,,0.0,,,,0.1387,0.6243,0.0,2.0,2.0,0.0,,,0.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,,,0.0,2.0,40047.0,1388.9133,2648.3931,2124.0347,87.0,3.0173,45.0,1.5607,38.0,44812,25788.0,894.3815,43050.0,974.0,812.0,162.0,107.0,8.0,33.7803,15012.0,18414.0,334.0,15588.0,18183.0,329.0,-576.0,231.0,5.0,0.0,0.0,1.0,1.0,2.0,0.0,23218.0,28300.0,499.0,26171.0,30639.0,533.0,-2953.0,-2339.0,-34.0,2.0,6.0,5.0,5.0,10.0,2.0
6956-9511-2-2,Spring,0,2021-02-01 11:57:34,2,100,Blue,team,,Royal Never Give Up,,2312,0,11,16,31,11,16,0.0,0.0,,,1.0,,,,0.2855,0.7007,1.0,2.0,4.0,1.0,,,0.0,0.0,2.0,1.0,3.0,8.0,0.0,0.0,,,0.0,1.0,54098.0,1403.9273,3083.8495,2262.8979,127.0,3.2958,79.0,2.0502,52.0,62407,37447.0,971.808,59150.0,1164.0,917.0,247.0,189.0,1.0,30.2076,15788.0,19791.0,354.0,15722.0,19105.0,352.0,66.0,686.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,26432.0,30140.0,501.0,25734.0,30430.0,532.0,698.0,-290.0,-31.0,5.0,17.0,3.0,3.0,7.0,5.0
6956-9511-2-2,Spring,0,2021-02-01 11:57:34,2,200,Red,team,,Bilibili Gaming,,2312,1,16,11,23,16,11,4.0,0.0,,,0.0,,,,0.4152,0.7007,0.0,4.0,2.0,0.0,,,1.0,2.0,0.0,0.0,8.0,3.0,1.0,1.0,,,1.0,0.0,93684.0,2431.2457,2420.6834,1556.2111,145.0,3.763,79.0,2.0502,57.0,71300,46340.0,1202.5952,66630.0,1293.0,1010.0,283.0,196.0,17.0,33.5554,15722.0,19105.0,352.0,15788.0,19791.0,354.0,-66.0,-686.0,-2.0,0.0,0.0,1.0,1.0,2.0,0.0,25734.0,30430.0,532.0,26432.0,30140.0,501.0,-698.0,290.0,31.0,3.0,7.0,5.0,5.0,17.0,3.0
6956-9513-3-3,Spring,0,2021-02-01 12:54:00,3,100,Blue,team,,Bilibili Gaming,,1607,1,20,7,40,20,7,3.0,1.0,1.0,0.0,0.0,,,,0.7467,1.0081,1.0,4.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,9.0,3.0,1.0,1.0,,,1.0,0.0,49713.0,1856.117,3488.0647,2595.1587,95.0,3.547,48.0,1.7922,42.0,54623,36854.0,1376.005,47350.0,,,196.0,131.0,12.0,,14951.0,17858.0,319.0,16431.0,18821.0,350.0,-1480.0,-963.0,-31.0,1.0,1.0,1.0,1.0,1.0,1.0,25261.0,30718.0,519.0,26177.0,29546.0,527.0,-916.0,1172.0,-8.0,5.0,4.0,4.0,4.0,5.0,5.0
6956-9513-3-3,Spring,0,2021-02-01 12:54:00,3,200,Red,team,,Royal Never Give Up,,1607,0,7,20,14,7,20,0.0,0.0,0.0,0.0,1.0,,,,0.2614,1.0081,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,9.0,0.0,0.0,,,0.0,1.0,53214.0,1986.8326,2593.4412,1540.1742,94.0,3.5096,34.0,1.2694,30.0,43881,26112.0,974.9347,43275.0,,,140.0,107.0,1.0,,16431.0,18821.0,350.0,14951.0,17858.0,319.0,1480.0,963.0,31.0,1.0,1.0,1.0,1.0,1.0,1.0,26177.0,29546.0,527.0,25261.0,30718.0,519.0,916.0,-1172.0,8.0,4.0,5.0,5.0,5.0,4.0,4.0
6957-9515-1-1,Spring,0,2021-02-02 09:20:58,1,100,Blue,team,,Rare Atom,,1921,1,19,11,51,19,11,2.0,0.0,,,1.0,,,,0.5934,0.937,1.0,3.0,2.0,0.0,,,1.0,1.0,0.0,0.0,11.0,1.0,1.0,1.0,,,2.0,0.0,81418.0,2542.988,3478.9381,3881.4159,107.0,3.342,59.0,1.8428,42.0,63286,42314.0,1321.6242,59150.0,1129.0,849.0,280.0,177.0,23.0,35.2629,16345.0,20404.0,365.0,16663.0,19662.0,352.0,-318.0,742.0,13.0,2.0,2.0,3.0,3.0,3.0,2.0,26483.0,34061.0,584.0,24953.0,30281.0,562.0,1530.0,3780.0,22.0,6.0,14.0,3.0,3.0,3.0,6.0
