gameid,split,playoffs,date,game,playerid,side,position,player,team,champion,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,totalgold,earnedgold,earned gpm,goldspent,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
7301-9625-2-2,Spring,0,2021-02-24 10:11:49,2,200,Red,team,,ThunderTalk Gaming,,1867,0,5,12,6,5,12,0.0,0.0,,,0.0,,,,0.1607,0.5463,0.0,1.0,4.0,1.0,,,0.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,,,0.0,3.0,36058.0,1158.8002,3007.0702,3023.203,102.0,3.278,40.0,1.2855,45.0,49928,29507.0,948.27,48400.0,1077.0,844.0,233.0,158.0,15.0,34.6117,15326.0,18623.0,321.0,15799.0,18901.0,366.0,-473.0,-278.0,-45.0,2.0,1.0,1.0,1.0,1.0,2.0,24321.0,30161.0,520.0,25965.0,31363.0,585.0,-1644.0,-1202.0,-65.0,3.0,2.0,2.0,2.0,1.0,3.0
7301-9628-3-3,Spring,0,2021-02-24 11:01:00,3,100,Blue,team,,ThunderTalk Gaming,,1851,0,16,19,36,16,19,1.0,0.0,0.0,0.0,0.0,,,,0.5186,1.1345,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,7.0,1.0,1.0,,,0.0,1.0,55699.0,1805.4781,3505.2836,3701.2318,107.0,3.4684,45.0,1.4587,45.0,53635,33377.0,1081.9125,52125.0,,,201.0,151.0,9.0,,15997.0,19037.0,335.0,16936.0,19189.0,339.0,-939.0,-152.0,-4.0,3.0,4.0,4.0,4.0,7.0,3.0,25762.0,31239.0,535.0,25746.0,31381.0,553.0,16.0,-142.0,-18.0,5.0,6.0,5.0,5.0,7.0,5.0
7301-9628-3-3,Spring,0,2021-02-24 11:01:00,3,200,Red,team,,Rare Atom,,1851,1,19,16,45,19,16,4.0,1.0,0.0,0.0,1.0,,,,0.6159,1.1345,1.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,7.0,3.0,0.0,0.0,,,1.0,0.0,81031.0,2626.6126,2810.0486,2518.6062,94.0,3.047,57.0,1.8476,29.0,63205,42947.0,1392.1232,56125.0,,,248.0,159.0,17.0,,16936.0,19189.0,339.0,15997.0,19037.0,335.0,939.0,152.0,4.0,4.0,7.0,3.0,3.0,4.0,4.0,25746.0,31381.0,553.0,25762.0,31239.0,535.0,-16.0,142.0,18.0,5.0,7.0,5.0,5.0,6.0,5.0
7302-9630-1-1,Spring,0,2021-02-24 12:04:16,1,100,Blue,team,,Team WE,,1712,1,18,9,43,18,9,6.0,1.0,,,0.0,,,,0.6308,0.9463,0.0,2.0,2.0,1.0,,,1.0,1.0,0.0,1.0,8.0,1.0,1.0,1.0,,,1.0,0.0,77834.0,2727.8271,3278.6565,2540.7477,76.0,2.6636,38.0,1.3318,32.0,58136,39296.0,1377.1963,52620.0,1035.0,787.0,248.0,152.0,30.0,36.2734,15665.0,19797.0,357.0,16677.0,20216.0,344.0,-1012.0,-419.0,13.0,0.0,0.0,1.0,1.0,1.0,0.0,26159.0,33035.0,569.0,25285.0,31688.0,528.0,874.0,1347.0,41.0,3.0,11.0,3.0,3.0,8.0,3.0
7302-9630-1-1,Spring,0,2021-02-24 12:04:16,1,200,Red,team,,eStar,,1712,0,9,18,26,9,18,0.0,0.0,,,1.0,,,,0.3154,0.9463,1.0,2.0,2.0,0.0,,,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,,,0.0,1.0,59282.0,2077.6402,3586.5421,3294.4626,78.0,2.7336,36.0,1.2617,33.0,47197,28357.0,993.8201,45925.0,900.0,713.0,187.0,141.0,4.0,31.5421,16677.0,20216.0,344.0,15665.0,19797.0,357.0,1012.0,419.0,-13.0,1.0,1.0,0.0,0.0,0.0,1.0,25285.0,31688.0,528.0,26159.0,33035.0,569.0,-874.0,-1347.0,-41.0,3.0,8.0,3.0,3.0,11.0,3.0
7302-9632-2-2,Spring,0,2021-02-24 12:52:00,2,100,Blue,team,,eStar,,2257,0,10,19,21,10,19,0.0,0.0,0.0,0.0,1.0,,,,0.2658,0.7709,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,11.0,0.0,0.0,,,0.0,5.0,95734.0,2544.9889,3373.6376,2738.3872,118.0,3.1369,72.0,1.914,58.0,64094,39695.0,1055.2503,63965.0,,,231.0,169.0,19.0,,15970.0,19160.0,325.0,16869.0,19734.0,360.0,-899.0,-574.0,-35.0,1.0,2.0,3.0,3.0,6.0,1.0,25013.0,29287.0,494.0,26814.0,30575.0,553.0,-1801.0,-1288.0,-59.0,2.0,3.0,5.0,5.0,8.0,2.0
7302-9632-2-2,Spring,0,2021-02-24 12:52:00,2,200,Red,team,,Team WE,,2257,1,19,10,45,19,10,1.0,0.0,0.0,0.0,0.0,,,,0.5051,0.7709,1.0,3.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,11.0,1.0,1.0,1.0,,,5.0,0.0,92145.0,2449.5791,3511.3425,3120.5051,131.0,3.4825,66.0,1.7545,52.0,73843,49444.0,1314.4174,66730.0,,,331.0,183.0,55.0,,16869.0,19734.0,360.0,15970.0,19160.0,325.0,899.0,574.0,35.0,3.0,6.0,1.0,1.0,2.0,3.0,26814.0,30575.0,553.0,25013.0,29287.0,494.0,1801.0,1288.0,59.0,5.0,8.0,2.0,2.0,3.0,5.0
7303-9639-1-1,Spring,0,2021-02-25 09:39:13,1,100,Blue,team,,Oh My God,,1447,0,5,11,12,5,11,1.0,0.0,,,1.0,,,,0.2073,0.6634,0.0,2.0,1.0,1.0,,,0.0,0.0,1.0,1.0,2.0,7.0,0.0,0.0,,,0.0,1.0,31123.0,1290.5183,2614.2087,1657.4015,72.0,2.9855,25.0,1.0366,26.0,38788,22651.0,939.226,37275.0,803.0,655.0,148.0,104.0,4.0,33.2965,14952.0,18175.0,324.0,15990.0,19949.0,366.0,-1038.0,-1774.0,-42.0,1.0,1.0,1.0,1.0,1.0,1.0,23514.0,29895.0,529.0,24993.0,32216.0,577.0,-1479.0,-2321.0,-48.0,2.0,3.0,2.0,2.0,3.0,2.0
7303-9639-1-1,Spring,0,2021-02-25 09:39:13,1,200,Red,team,,Victory Five,,1447,1,11,5,29,11,5,2.0,1.0,,,0.0,,,,0.4561,0.6634,1.0,1.0,2.0,0.0,,,1.0,1.0,0.0,0.0,7.0,2.0,1.0,1.0,,,1.0,0.0,41055.0,1702.3497,2527.132,2328.8044,63.0,2.6123,35.0,1.4513,20.0,46853,30716.0,1273.642,39750.0,882.0,668.0,214.0,135.0,26.0,36.5722,15990.0,19949.0,366.0,14952.0,18175.0,324.0,1038.0,1774.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,24993.0,32216.0,577.0,23514.0,29895.0,529.0,1479.0,2321.0,48.0,2.0,3.0,2.0,2.0,3.0,2.0
7303-9641-2-2,Spring,0,2021-02-25 10:29:00,2,100,Blue,team,,Victory Five,,1938,1,17,5,43,17,5,2.0,1.0,0.0,0.0,1.0,,,,0.5263,0.6811,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,11.0,4.0,0.0,1.0,,,3.0,0.0,63707.0,1972.3529,2685.9752,2300.5882,120.0,3.7152,62.0,1.9195,32.0,60947,39801.0,1232.2291,55770.0,,,267.0,175.0,28.0,,15628.0,19263.0,348.0,15667.0,19288.0,349.0,-39.0,-25.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,24900.0,32238.0,571.0,24658.0,29683.0,539.0,242.0,2555.0,32.0,3.0,3.0,1.0,1.0,1.0,3.0
7303-9641-2-2,Spring,0,2021-02-25 10:29:00,2,200,Red,team,,Oh My God,,1938,0,5,17,16,5,17,0.0,0.0,0.0,0.0,0.0,,,,0.1548,0.6811,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,11.0,1.0,0.0,,,0.0,3.0,46712.0,1446.192,2726.6254,2305.387,124.0,3.839,53.0,1.6409,45.0,52249,31103.0,962.9412,50800.0,,,218.0,162.0,9.0,,15667.0,19288.0,349.0,15628.0,19263.0,348.0,39.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24658.0,29683.0,539.0,24900.0,32238.0,571.0,-242.0,-2555.0,-32.0,1.0,1.0,3.0,3.0,3.0,1.0
7304-9645-1-1,Spring,0,2021-02-25 11:30:25,1,100,Blue,team,,Rogue Warriors,,1542,0,4,20,12,4,20,0.0,0.0,,,0.0,,,,0.1556,0.9339,0.0,0.0,4.0,1.0,,,0.0,0.0,1.0,0.0,1.0,11.0,1.0,0.0,,,0.0,3.0,31751.0,1235.4475,2932.3346,2610.0389,72.0,2.8016,29.0,1.1284,27.0,39364,22258.0,866.07,37675.0,839.0,672.0,167.0,130.0,0.0,32.6459,15774.0,19984.0,372.0,17059.0,20730.0,389.0,-1285.0,-746.0,-17.0,0.0,0.0,1.0,1.0,3.0,0.0,25746.0,32806.0,574.0,26458.0,32305.0,585.0,-712.0,501.0,-11.0,4.0,12.0,3.0,3.0,9.0,4.0
7304-9645-1-1,Spring,0,2021-02-25 11:30:25,1,200,Red,team,,Royal Never Give Up,,1542,1,20,4,57,20,4,2.0,0.0,,,1.0,,,,0.7782,0.9339,1.0,4.0,0.0,0.0,,,1.0,1.0,0.0,1.0,11.0,1.0,0.0,1.0,,,3.0,0.0,53581.0,2084.8638,2370.9728,2559.0272,84.0,3.2685,39.0,1.5175,38.0,55969,38863.0,1512.179,51218.0,955.0,749.0,206.0,127.0,22.0,37.1595,17059.0,20730.0,389.0,15774.0,19984.0,372.0,1285.0,746.0,17.0,1.0,3.0,0.0,0.0,0.0,1.0,26458.0,32305.0,585.0,25746.0,32806.0,574.0,712.0,-501.0,11.0,3.0,9.0,4.0,4.0,12.0,3.0
7304-9648-2-2,Spring,0,2021-02-25 12:15:55,2,100,Blue,team,,Royal Never Give Up,,2023,1,14,10,36,14,10,1.0,0.0,,,1.0,,,,0.4152,0.7118,0.0,2.0,3.0,0.0,,,0.0,0.0,1.0,0.0,8.0,3.0,0.0,0.0,,,1.0,0.0,59997.0,1779.4464,2294.7405,2140.8107,121.0,3.5887,62.0,1.8389,49.0,64113,42100.0,1248.6406,58858.0,1270.0,999.0,271.0,170.0,44.0,37.6668,17076.0,19475.0,353.0,17376.0,18117.0,320.0,-300.0,1358.0,33.0,3.0,7.0,3.0,3.0,7.0,3.0,25823.0,29950.0,553.0,26666.0,30155.0,523.0,-843.0,-205.0,30.0,3.0,7.0,5.0,5.0,14.0,3.0
7304-9648-2-2,Spring,0,2021-02-25 12:15:55,2,200,Red,team,,Rogue Warriors,,2023,0,10,14,21,10,14,3.0,0.0,,,0.0,,,,0.2966,0.7118,1.0,3.0,2.0,1.0,,,1.0,1.0,0.0,1.0,3.0,8.0,1.0,1.0,,,0.0,1.0,43926.0,1302.7978,2423.9941,2571.5472,114.0,3.3811,52.0,1.5423,39.0,58076,36063.0,1069.5897,55515.0,1094.0,875.0,219.0,141.0,16.0,32.4469,17376.0,18117.0,320.0,17076.0,19475.0,353.0,300.0,-1358.0,-33.0,3.0,7.0,3.0,3.0,7.0,3.0,26666.0,30155.0,523.0,25823.0,29950.0,553.0,843.0,205.0,-30.0,5.0,14.0,3.0,3.0,7.0,5.0
7305-9656-1-1,Spring,0,2021-02-26 09:19:42,1,100,Blue,team,,ThunderTalk Gaming,,2313,0,17,19,42,17,19,1.0,0.0,,,1.0,,,,0.441,0.9339,0.0,3.0,3.0,1.0,,,1.0,2.0,0.0,1.0,6.0,6.0,1.0,1.0,,,0.0,1.0,76676.0,1989.0013,3564.7211,3490.1167,133.0,3.4501,77.0,1.9974,59.0,70731,45760.0,1187.0298,67125.0,1257.0,953.0,304.0,179.0,45.0,32.607,16553.0,19361.0,346.0,16448.0,18815.0,344.0,105.0,546.0,2.0,3.0,5.0,3.0,3.0,7.0,3.0,25869.0,30179.0,541.0,26472.0,30636.0,556.0,-603.0,-457.0,-15.0,4.0,9.0,5.0,5.0,15.0,4.0
7305-9656-1-1,Spring,0,2021-02-26 09:19:42,1,200,Red,team,,JD Gaming,,2313,1,19,17,58,19,17,2.0,0.0,,,0.0,,,,0.4929,0.9339,1.0,3.0,3.0,0.0,,,0.0,0.0,2.0,0.0,6.0,6.0,0.0,0.0,,,1.0,0.0,103683.0,2689.572,2750.9987,3088.8457,134.0,3.476,59.0,1.5305,50.0,68166,43195.0,1120.4929,64650.0,1195.0,942.0,253.0,177.0,15.0,30.9987,16448.0,18815.0,344.0,16553.0,19361.0,346.0,-105.0,-546.0,-2.0,3.0,7.0,3.0,3.0,5.0,3.0,26472.0,30636.0,556.0,25869.0,30179.0,541.0,603.0,457.0,15.0,5.0,15.0,4.0,4.0,9.0,5.0
7305-9659-2-2,Spring,0,2021-02-26 10:17:17,2,100,Blue,team,,ThunderTalk Gaming,,1923,1,29,21,62,29,21,2.0,0.0,,,1.0,,,,0.9048,1.5601,1.0,4.0,1.0,1.0,,,0.0,0.0,1.0,1.0,8.0,3.0,1.0,0.0,,,1.0,0.0,81972.0,2557.6287,3467.1451,3692.5429,101.0,3.1513,58.0,1.8097,46.0,65146,44153.0,1377.6287,59783.0,1068.0,851.0,217.0,152.0,4.0,33.3229,18301.0,18434.0,284.0,15580.0,17499.0,316.0,2721.0,935.0,-32.0,9.0,14.0,3.0,3.0,5.0,9.0,29410.0,30284.0,475.0,26290.0,30554.0,510.0,3120.0,-270.0,-35.0,13.0,21.0,8.0,8.0,12.0,13.0
7305-9659-2-2,Spring,0,2021-02-26 10:17:17,2,200,Red,team,,JD Gaming,,1923,0,21,29,40,21,29,3.0,0.0,,,0.0,,,,0.6552,1.5601,0.0,1.0,4.0,0.0,,,1.0,1.0,0.0,0.0,3.0,8.0,0.0,1.0,,,0.0,1.0,82553.0,2575.7566,3326.9891,3944.181,102.0,3.1825,43.0,1.3417,43.0,60184,39191.0,1222.8081,59205.0,1043.0,800.0,243.0,179.0,9.0,32.5429,15580.0,17499.0,316.0,18301.0,18434.0,284.0,-2721.0,-935.0,32.0,3.0,5.0,9.0,9.0,14.0,3.0,26290.0,30554.0,510.0,29410.0,30284.0,475.0,-3120.0,270.0,35.0,8.0,12.0,13.0,13.0,21.0,8.0
7305-9660-3-3,Spring,0,2021-02-26 11:06:46,3,100,Blue,team,,JD Gaming,,1624,1,12,1,30,12,1,4.0,0.0,,,1.0,,,,0.4433,0.4803,1.0,3.0,1.0,0.0,,,1.0,1.0,0.0,1.0,9.0,3.0,1.0,1.0,,,2.0,0.0,61565.0,2274.569,2337.4507,1703.165,81.0,2.9926,42.0,1.5517,32.0,54894,36951.0,1365.1847,47570.0,1043.0,804.0,239.0,144.0,35.0,38.5345,15539.0,19772.0,357.0,15271.0,19201.0,355.0,268.0,571.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26866.0,33242.0,585.0,23715.0,29678.0,559.0,3151.0,3564.0,26.0,3.0,7.0,0.0,0.0,0.0,3.0
7305-9660-3-3,Spring,0,2021-02-26 11:06:46,3,200,Red,team,,ThunderTalk Gaming,,1624,0,1,12,1,1,12,0.0,0.0,,,0.0,,,,0.0369,0.4803,0.0,1.0,3.0,1.0,,,0.0,0.0,1.0,0.0,3.0,9.0,0.0,0.0,,,0.0,2.0,31578.0,1166.6749,3108.1773,2208.1404,87.0,3.2143,33.0,1.2192,30.0,42615,24672.0,911.5271,41785.0,949.0,762.0,187.0,129.0,17.0,35.0616,15271.0,19201.0,355.0,15539.0,19772.0,357.0,-268.0,-571.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,23715.0,29678.0,559.0,26866.0,33242.0,585.0,-3151.0,-3564.0,-26.0,0.0,0.0,3.0,3.0,7.0,0.0
7306-9663-1-1,Spring,0,2021-02-26 12:05:39,1,100,Blue,team,,EDward Gaming,,1842,0,8,14,20,8,14,0.0,0.0,,,1.0,,,,0.2606,0.7166,0.0,1.0,3.0,1.0,,,0.0,0.0,1.0,1.0,2.0,7.0,0.0,0.0,,,0.0,1.0,49160.0,1601.3029,3265.2117,3317.4267,82.0,2.671,53.0,1.7264,34.0,50267,30101.0,980.4886,50610.0,1019.0,824.0,195.0,151.0,4.0,33.1922,16108.0,19402.0,344.0,15844.0,19838.0,378.0,264.0,-436.0,-34.0,2.0,3.0,0.0,0.0,0.0,2.0,24837.0,30357.0,533.0,24167.0,32244.0,578.0,670.0,-1887.0,-45.0,3.0,5.0,2.0,2.0,3.0,3.0
7306-9663-1-1,Spring,0,2021-02-26 12:05:39,1,200,Red,team,,Invictus Gaming,,1842,1,14,8,27,14,8,3.0,2.0,,,0.0,,,,0.456,0.7166,1.0,3.0,1.0,0.0,,,1.0,1.0,0.0,0.0,7.0,2.0,1.0,1.0,,,1.0,0.0,75233.0,2450.5863,2800.4235,2072.1824,115.0,3.7459,41.0,1.3355,46.0,56365,36199.0,1179.1205,48985.0,1075.0,818.0,257.0,168.0,17.0,35.0163,15844.0,19838.0,378.0,16108.0,19402.0,344.0,-264.0,436.0,34.0,0.0,0.0,2.0,2.0,3.0,0.0,24167.0,32244.0,578.0,24837.0,30357.0,533.0,-670.0,1887.0,45.0,2.0,3.0,3.0,3.0,5.0,2.0
7306-9666-2-2,Spring,0,2021-02-26 13:00:11,2,100,Blue,team,,EDward Gaming,,2427,0,18,17,41,18,17,2.0,0.0,,,1.0,,,,0.445,0.8653,0.0,3.0,3.0,1.0,,,0.0,0.0,2.0,1.0,4.0,11.0,1.0,1.0,,,0.0,2.0,110992.0,2743.9308,3438.047,2885.2658,131.0,3.2386,61.0,1.508,54.0,69990,43857.0,1084.2274,66350.0,1314.0,1026.0,288.0,198.0,24.0,32.4845,17600.0,19717.0,349.0,15809.0,19075.0,348.0,1791.0,642.0,1.0,5.0,10.0,1.0,1.0,4.0,5.0,26956.0,31173.0,566.0,24885.0,31662.0,553.0,2071.0,-489.0,13.0,6.0,11.0,4.0,4.0,7.0,6.0
7306-9666-2-2,Spring,0,2021-02-26 13:00:11,2,200,Red,team,,Invictus Gaming,,2427,1,17,18,47,17,18,2.0,2.0,,,0.0,,,,0.4203,0.8653,1.0,3.0,3.0,0.0,,,1.0,2.0,0.0,0.0,11.0,4.0,0.0,0.0,,,2.0,0.0,95721.0,2366.403,3843.8319,3923.2386,112.0,2.7689,63.0,1.5575,46.0,73406,47273.0,1168.6774,69150.0,1225.0,954.0,271.0,175.0,29.0,30.2843,15809.0,19075.0,348.0,17600.0,19717.0,349.0,-1791.0,-642.0,-1.0,1.0,4.0,5.0,5.0,10.0,1.0,24885.0,31662.0,553.0,26956.0,31173.0,566.0,-2071.0,489.0,-13.0,4.0,7.0,6.0,6.0,11.0,4.0
7307-9669-1-1,Spring,0,2021-02-27 07:15:29,1,100,Blue,team,,LGD Gaming,,1944,1,17,3,38,17,3,0.0,0.0,,,1.0,,,,0.5247,0.6173,1.0,4.0,1.0,0.0,,,1.0,1.0,0.0,1.0,11.0,0.0,1.0,1.0,,,2.0,0.0,66111.0,2040.463,2329.321,2865.7716,93.0,2.8704,53.0,1.6358,32.0,60779,39572.0,1221.358,53155.0,1037.0,777.0,260.0,156.0,35.0,32.0062,16799.0,20111.0,329.0,15038.0,17919.0,320.0,1761.0,2192.0,9.0,4.0,4.0,1.0,1.0,1.0,4.0,25917.0,31165.0,532.0,23163.0,28663.0,514.0,2754.0,2502.0,18.0,5.0,7.0,1.0,1.0,1.0,5.0
7307-9669-1-1,Spring,0,2021-02-27 07:15:29,1,200,Red,team,,Rogue Warriors,,1944,0,3,17,9,3,17,0.0,0.0,,,0.0,,,,0.0926,0.6173,0.0,1.0,4.0,1.0,,,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,,,0.0,2.0,42269.0,1304.5988,2956.8827,2345.5556,106.0,3.2716,50.0,1.5432,51.0,47963,26756.0,825.8025,47280.0,990.0,798.0,192.0,137.0,14.0,30.5556,15038.0,17919.0,320.0,16799.0,20111.0,329.0,-1761.0,-2192.0,-9.0,1.0,1.0,4.0,4.0,4.0,1.0,23163.0,28663.0,514.0,25917.0,31165.0,532.0,-2754.0,-2502.0,-18.0,1.0,1.0,5.0,5.0,7.0,1.0
7307-9671-2-2,Spring,0,2021-02-27 08:06:30,2,100,Blue,team,,Rogue Warriors,,2244,1,18,11,38,18,11,5.0,1.0,,,1.0,,,,0.4813,0.7754,1.0,5.0,0.0,1.0,,,0.0,1.0,1.0,1.0,11.0,3.0,1.0,1.0,,,2.0,0.0,97139.0,2597.2995,2986.0428,2502.2995,126.0,3.369,60.0,1.6043,60.0,73761,49494.0,1323.369,68910.0,1309.0,996.0,313.0,172.0,57.0,35.0,17650.0,20083.0,350.0,15275.0,18839.0,350.0,2375.0,1244.0,0.0,5.0,9.0,0.0,0.0,0.0,5.0,28786.0,33136.0,577.0,23323.0,29769.0,556.0,5463.0,3367.0,21.0,7.0,13.0,0.0,0.0,0.0,7.0
7307-9671-2-2,Spring,0,2021-02-27 08:06:30,2,200,Red,team,,LGD Gaming,,2244,0,11,18,29,11,18,2.0,0.0,,,0.0,,,,0.2941,0.7754,0.0,0.0,5.0,0.0,,,1.0,1.0,1.0,0.0,3.0,11.0,0.0,0.0,,,0.0,2.0,70718.0,1890.8556,3234.1979,4076.9251,127.0,3.3957,61.0,1.631,50.0,63603,39336.0,1051.7647,62150.0,1222.0,1011.0,211.0,158.0,11.0,32.6738,15275.0,18839.0,350.0,17650.0,20083.0,350.0,-2375.0,-1244.0,0.0,0.0,0.0,5.0,5.0,9.0,0.0,23323.0,29769.0,556.0,28786.0,33136.0,577.0,-5463.0,-3367.0,-21.0,0.0,0.0,7.0,7.0,13.0,0.0
7307-9675-3-3,Spring,0,2021-02-27 09:07:25,3,100,Blue,team,,LGD Gaming,,1872,1,12,0,32,12,0,2.0,0.0,,,1.0,,,,0.3846,0.3846,1.0,5.0,0.0,0.0,,,0.0,0.0,1.0,1.0,9.0,3.0,1.0,1.0,,,1.0,0.0,45623.0,1462.2756,1648.141,2721.2179,99.0,3.1731,64.0,2.0513,38.0,59299,38827.0,1244.4551,51550.0,1158.0,900.0,258.0,161.0,41.0,37.1154,15262.0,19111.0,331.0,14859.0,18539.0,331.0,403.0,572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24830.0,31514.0,540.0,22759.0,29078.0,519.0,2071.0,2436.0,21.0,3.0,9.0,0.0,0.0,0.0,3.0
7307-9675-3-3,Spring,0,2021-02-27 09:07:25,3,200,Red,team,,Rogue Warriors,,1872,0,0,12,0,0,12,0.0,0.0,,,0.0,,,,0.0,0.3846,0.0,0.0,5.0,1.0,,,1.0,1.0,0.0,0.0,3.0,9.0,0.0,0.0,,,0.0,1.0,27111.0,868.9423,2064.0705,1384.0064,104.0,3.3333,31.0,0.9936,33.0,50463,29991.0,961.25,50235.0,1083.0,866.0,217.0,151.0,13.0,34.7115,14859.0,18539.0,331.0,15262.0,19111.0,331.0,-403.0,-572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22759.0,29078.0,519.0,24830.0,31514.0,540.0,-2071.0,-2436.0,-21.0,0.0,0.0,3.0,3.0,9.0,0.0
7308-9676-1-1,Spring,0,2021-02-27 10:09:59,1,100,Blue,team,,eStar,,1361,0,2,17,4,2,17,0.0,0.0,,,0.0,,,,0.0882,0.8376,0.0,1.0,1.0,1.0,,,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,,,0.0,2.0,23769.0,1047.8619,3001.6752,2004.9963,57.0,2.5129,24.0,1.058,27.0,32893,17633.0,777.3549,31706.0,663.0,535.0,128.0,99.0,0.0,29.2285,15401.0,18499.0,311.0,16728.0,18914.0,335.0,-1327.0,-415.0,-24.0,2.0,4.0,3.0,3.0,3.0,2.0,22996.0,27916.0,476.0,26364.0,31136.0,550.0,-3368.0,-3220.0,-74.0,2.0,4.0,4.0,4.0,5.0,2.0
7308-9676-1-1,Spring,0,2021-02-27 10:09:59,1,200,Red,team,,Top Esports,,1361,1,17,2,34,17,2,0.0,0.0,,,1.0,,,,0.7494,0.8376,1.0,1.0,1.0,0.0,,,1.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,,,2.0,0.0,49738.0,2192.7112,2574.8861,1603.2476,63.0,2.7774,32.0,1.4107,28.0,48758,33498.0,1476.7671,41558.0,832.0,644.0,188.0,109.0,37.0,36.6789,16728.0,18914.0,335.0,15401.0,18499.0,311.0,1327.0,415.0,24.0,3.0,3.0,2.0,2.0,4.0,3.0,26364.0,31136.0,550.0,22996.0,27916.0,476.0,3368.0,3220.0,74.0,4.0,5.0,2.0,2.0,4.0,4.0
7308-9680-2-2,Spring,0,2021-02-27 10:53:00,2,100,Blue,team,,Top Esports,,1684,1,15,7,39,15,7,1.0,1.0,1.0,0.0,0.0,,,,0.5344,0.7838,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,9.0,2.0,1.0,1.0,,,1.0,0.0,51779.0,1844.8575,2385.2138,2372.9216,84.0,2.9929,46.0,1.639,36.0,55475,36920.0,1315.4394,51625.0,,,206.0,124.0,17.0,,15993.0,17881.0,318.0,15815.0,18129.0,307.0,178.0,-248.0,11.0,3.0,6.0,2.0,2.0,4.0,3.0,26436.0,29470.0,512.0,24955.0,30350.0,524.0,1481.0,-880.0,-12.0,6.0,12.0,3.0,3.0,5.0,6.0
7308-9680-2-2,Spring,0,2021-02-27 10:53:00,2,200,Red,team,,eStar,,1684,0,7,15,10,7,15,0.0,0.0,0.0,0.0,1.0,,,,0.2494,0.7838,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,9.0,0.0,0.0,,,0.0,1.0,38211.0,1361.4371,2704.4181,2661.1639,84.0,2.9929,36.0,1.2827,33.0,47131,28576.0,1018.1473,45375.0,,,206.0,155.0,8.0,,15815.0,18129.0,307.0,15993.0,17881.0,318.0,-178.0,248.0,-11.0,2.0,4.0,3.0,3.0,6.0,2.0,24955.0,30350.0,524.0,26436.0,29470.0,512.0,-1481.0,880.0,12.0,3.0,5.0,6.0,6.0,12.0,3.0
7309-9682-1-1,Spring,0,2021-02-27 11:50:57,1,100,Blue,team,,Royal Never Give Up,,2468,1,16,9,51,16,9,2.0,1.0,,,0.0,,,,0.389,0.6078,1.0,3.0,3.0,0.0,,,0.0,1.0,1.0,0.0,8.0,6.0,0.0,0.0,,,1.0,0.0,88244.0,2145.316,2524.5948,2325.5835,153.0,3.7196,79.0,1.9206,58.0,74365,47813.0,1162.3906,69345.0,1358.0,1104.0,254.0,191.0,4.0,33.0146,15676.0,18367.0,332.0,16732.0,19534.0,361.0,-1056.0,-1167.0,-29.0,2.0,4.0,2.0,2.0,4.0,2.0,24364.0,29937.0,541.0,26715.0,31322.0,571.0,-2351.0,-1385.0,-30.0,3.0,5.0,3.0,3.0,4.0,3.0
