gameid,split,playoffs,date,game,playerid,side,position,player,team,champion,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,totalgold,earnedgold,earned gpm,goldspent,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
6919-9228-2-2,Spring,0,2021-01-14 10:22:42,2,4,Blue,bot,LokeN,JD Gaming,Vayne,1832,1,4,1,5,19,8,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.6223,0.8843,,,,,,,,,,,,,,,,,,,9988.0,327.1179,238.1004,294.2686,10.0,0.3275,11.0,0.3603,3.0,12449,8436.0,276.2882,9855.0,260.0,244.0,16.0,7.0,4.0,8.5153,3058.0,2967.0,79.0,3446.0,3339.0,93.0,-388.0,-372.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,5224.0,5451.0,124.0,5402.0,5038.0,134.0,-178.0,413.0,-10.0,1.0,3.0,0.0,0.0,0.0,1.0
6919-9228-2-2,Spring,0,2021-01-14 10:22:42,2,5,Blue,sup,LvMao,JD Gaming,Sett,1832,1,1,2,7,19,8,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.6223,0.8843,,,,,,,,,,,,,,,,,,,5136.0,168.2096,320.7642,430.4803,45.0,1.4738,12.0,0.393,10.0,7489,3476.0,113.8428,6500.0,40.0,40.0,0.0,0.0,0.0,1.31,2098.0,2480.0,16.0,2481.0,2793.0,15.0,-383.0,-313.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3139.0,3561.0,24.0,4207.0,3972.0,25.0,-1068.0,-411.0,-1.0,0.0,1.0,1.0,1.0,2.0,1.0
6919-9228-2-2,Spring,0,2021-01-14 10:22:42,2,6,Red,top,Biubiu,Bilibili Gaming,Camille,1832,0,1,4,4,8,19,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.262,0.8843,,,,,,,,,,,,,,,,,,,8957.0,293.3515,770.0109,642.7402,11.0,0.3603,4.0,0.131,5.0,11368,7355.0,240.8843,11358.0,259.0,251.0,8.0,0.0,5.0,8.4825,3064.0,4577.0,68.0,3352.0,4794.0,92.0,-288.0,-217.0,-24.0,0.0,1.0,0.0,0.0,0.0,1.0,4728.0,6503.0,101.0,5802.0,7937.0,149.0,-1074.0,-1434.0,-48.0,1.0,2.0,2.0,1.0,0.0,2.0
6919-9228-2-2,Spring,0,2021-01-14 10:22:42,2,7,Red,jng,Meteor,Bilibili Gaming,Graves,1832,0,2,3,3,8,19,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.262,0.8843,,,,,,,,,,,,,,,,,,,10079.0,330.0983,573.3079,296.1681,8.0,0.262,14.0,0.4585,7.0,10312,6299.0,206.2991,10275.0,212.0,53.0,159.0,125.0,0.0,6.9432,3726.0,3444.0,62.0,3854.0,4360.0,85.0,-128.0,-916.0,-23.0,2.0,0.0,1.0,1.0,0.0,0.0,5502.0,5718.0,102.0,6039.0,6901.0,119.0,-537.0,-1183.0,-17.0,2.0,1.0,2.0,3.0,3.0,0.0
6919-9228-2-2,Spring,0,2021-01-14 10:22:42,2,8,Red,mid,Zeka,Bilibili Gaming,Galio,1832,0,1,3,4,8,19,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.262,0.8843,,,,,,,,,,,,,,,,,,,7098.0,232.4672,472.5,524.214,15.0,0.4913,4.0,0.131,11.0,10027,6014.0,196.9651,10060.0,234.0,234.0,0.0,0.0,0.0,7.6638,3558.0,4675.0,87.0,3566.0,4365.0,80.0,-8.0,310.0,7.0,0.0,2.0,0.0,0.0,1.0,2.0,5620.0,7661.0,140.0,6441.0,7606.0,133.0,-821.0,55.0,7.0,1.0,3.0,1.0,2.0,4.0,2.0
6919-9228-2-2,Spring,0,2021-01-14 10:22:42,2,9,Red,bot,Aiming,Bilibili Gaming,Samira,1832,0,3,4,0,8,19,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.262,0.8843,,,,,,,,,,,,,,,,,,,9702.0,317.7511,574.0611,268.9847,13.0,0.4258,7.0,0.2293,5.0,11301,7288.0,238.69,10550.0,245.0,239.0,6.0,6.0,0.0,8.024,3446.0,3339.0,93.0,3058.0,2967.0,79.0,388.0,372.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,5402.0,5038.0,134.0,5224.0,5451.0,124.0,178.0,-413.0,10.0,0.0,0.0,1.0,1.0,3.0,0.0
6919-9228-2-2,Spring,0,2021-01-14 10:22:42,2,10,Red,sup,Mark,Bilibili Gaming,Gragas,1832,0,1,5,3,8,19,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.262,0.8843,,,,,,,,,,,,,,,,,,,3370.0,110.3712,529.4869,282.0197,43.0,1.4083,14.0,0.4585,13.0,6932,2919.0,95.6004,6325.0,35.0,35.0,0.0,0.0,0.0,1.1463,2481.0,2793.0,15.0,2098.0,2480.0,16.0,383.0,313.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,4207.0,3972.0,25.0,3139.0,3561.0,24.0,1068.0,411.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0
6920-9231-1-1,Spring,0,2021-01-14 11:24:29,1,1,Blue,top,Xiaohu,Royal Never Give Up,Orianna,2628,1,3,3,16,22,16,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5023,0.8676,,,,,,,,,,,,,,,,,,,37329.0,852.2603,435.6164,365.9361,21.0,0.4795,9.0,0.2055,7.0,18441,12804.0,292.3288,18455.0,356.0,297.0,59.0,41.0,5.0,8.1279,3341.0,4569.0,79.0,2568.0,3738.0,51.0,773.0,831.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,5850.0,7485.0,132.0,4371.0,6661.0,91.0,1479.0,824.0,41.0,0.0,2.0,1.0,1.0,0.0,0.0
6920-9231-1-1,Spring,0,2021-01-14 11:24:29,1,2,Blue,jng,Wei,Royal Never Give Up,Pantheon,2628,1,7,1,10,22,16,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5023,0.8676,,,,,,,,,,,,,,,,,,,23803.0,543.4475,968.0365,860.5708,61.0,1.3927,29.0,0.6621,22.0,15855,10218.0,233.2877,13250.0,201.0,48.0,153.0,74.0,23.0,4.589,3180.0,3480.0,67.0,3353.0,4004.0,73.0,-173.0,-524.0,-6.0,0.0,0.0,0.0,0.0,1.0,0.0,4694.0,4932.0,87.0,4875.0,6109.0,113.0,-181.0,-1177.0,-26.0,0.0,1.0,0.0,0.0,2.0,1.0
6920-9231-1-1,Spring,0,2021-01-14 11:24:29,1,3,Blue,mid,Cryin,Royal Never Give Up,Ryze,2628,1,4,4,8,22,16,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5023,0.8676,,,,,,,,,,,,,,,,,,,20240.0,462.1005,524.0639,262.1461,19.0,0.4338,5.0,0.1142,6.0,20049,14412.0,329.0411,17800.0,449.0,369.0,80.0,44.0,5.0,10.2511,3492.0,4840.0,100.0,3434.0,4744.0,97.0,58.0,96.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5925.0,8064.0,169.0,5627.0,8179.0,160.0,298.0,-115.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0
6920-9231-1-1,Spring,0,2021-01-14 11:24:29,1,4,Blue,bot,GALA,Royal Never Give Up,Kai'Sa,2628,1,8,3,10,22,16,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.5023,0.8676,,,,,,,,,,,,,,,,,,,28310.0,646.347,604.1324,481.484,16.0,0.3653,13.0,0.2968,4.0,23095,17458.0,398.5845,18350.0,464.0,392.0,72.0,37.0,26.0,10.5936,3583.0,3156.0,91.0,3683.0,3388.0,90.0,-100.0,-232.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5908.0,5709.0,149.0,5732.0,5887.0,156.0,176.0,-178.0,-7.0,1.0,1.0,1.0,1.0,0.0,0.0
6920-9231-1-1,Spring,0,2021-01-14 11:24:29,1,5,Blue,sup,Ming,Royal Never Give Up,Leona,2628,1,0,5,17,22,16,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5023,0.8676,,,,,,,,,,,,,,,,,,,6447.0,147.1918,499.3836,806.5068,84.0,1.9178,23.0,0.5251,26.0,10940,5303.0,121.0731,9750.0,47.0,47.0,0.0,0.0,0.0,1.0731,2250.0,2516.0,16.0,2267.0,2523.0,15.0,-17.0,-7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3578.0,3945.0,27.0,3417.0,3758.0,26.0,161.0,187.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0
6920-9231-1-1,Spring,0,2021-01-14 11:24:29,1,6,Red,top,Bin,Suning,Aatrox,2628,0,3,3,6,16,22,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.3653,0.8676,,,,,,,,,,,,,,,,,,,11550.0,263.6986,923.3333,810.7078,21.0,0.4795,15.0,0.3425,9.0,14668,9031.0,206.1872,14525.0,309.0,268.0,41.0,28.0,0.0,7.0548,2568.0,3738.0,51.0,3341.0,4569.0,79.0,-773.0,-831.0,-28.0,0.0,0.0,0.0,0.0,0.0,0.0,4371.0,6661.0,91.0,5850.0,7485.0,132.0,-1479.0,-824.0,-41.0,1.0,0.0,0.0,0.0,2.0,1.0
6920-9231-1-1,Spring,0,2021-01-14 11:24:29,1,7,Red,jng,SofM,Suning,Olaf,2628,0,2,6,8,16,22,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.3653,0.8676,,,,,,,,,,,,,,,,,,,11948.0,272.7854,1196.5753,900.3196,17.0,0.3881,45.0,1.0274,14.0,12188,6551.0,149.5662,11770.0,227.0,78.0,149.0,105.0,11.0,5.1826,3353.0,4004.0,73.0,3180.0,3480.0,67.0,173.0,524.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,4875.0,6109.0,113.0,4694.0,4932.0,87.0,181.0,1177.0,26.0,0.0,2.0,1.0,0.0,1.0,0.0
6920-9231-1-1,Spring,0,2021-01-14 11:24:29,1,8,Red,mid,Angel,Suning,Viktor,2628,0,6,3,7,16,22,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.3653,0.8676,,,,,,,,,,,,,,,,,,,35231.0,804.3607,389.7945,542.8539,20.0,0.4566,12.0,0.274,8.0,20269,14632.0,334.0639,19400.0,453.0,418.0,35.0,31.0,0.0,10.3425,3434.0,4744.0,97.0,3492.0,4840.0,100.0,-58.0,-96.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,5627.0,8179.0,160.0,5925.0,8064.0,169.0,-298.0,115.0,-9.0,0.0,1.0,0.0,1.0,0.0,0.0
6920-9231-1-1,Spring,0,2021-01-14 11:24:29,1,9,Red,bot,huanfeng,Suning,Aphelios,2628,0,4,4,8,16,22,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.3653,0.8676,,,,,,,,,,,,,,,,,,,24117.0,550.6164,488.9269,390.9132,17.0,0.3881,18.0,0.411,5.0,19155,13518.0,308.6301,17575.0,454.0,411.0,43.0,39.0,0.0,10.3653,3683.0,3388.0,90.0,3583.0,3156.0,91.0,100.0,232.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,5732.0,5887.0,156.0,5908.0,5709.0,149.0,-176.0,178.0,7.0,1.0,0.0,0.0,1.0,1.0,1.0
6920-9231-1-1,Spring,0,2021-01-14 11:24:29,1,10,Red,sup,ON,Suning,Galio,2628,0,1,6,10,16,22,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.3653,0.8676,,,,,,,,,,,,,,,,,,,5986.0,136.6667,554.5434,859.0639,81.0,1.8493,20.0,0.4566,16.0,9109,3472.0,79.2694,8875.0,50.0,50.0,0.0,0.0,0.0,1.1416,2267.0,2523.0,15.0,2250.0,2516.0,16.0,17.0,7.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,3417.0,3758.0,26.0,3578.0,3945.0,27.0,-161.0,-187.0,-1.0,0.0,1.0,1.0,0.0,2.0,0.0
6920-9234-2-2,Spring,0,2021-01-14 12:26:09,2,1,Blue,top,Xiaohu,Royal Never Give Up,Malphite,1971,0,0,3,4,8,20,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.2435,0.8524,,,,,,,,,,,,,,,,,,,11311.0,344.3227,505.3881,668.1583,14.0,0.4262,6.0,0.1826,9.0,9757,5461.0,166.2405,9875.0,208.0,207.0,1.0,1.0,0.0,6.3318,2984.0,4550.0,73.0,3285.0,4800.0,88.0,-301.0,-250.0,-15.0,0.0,1.0,0.0,0.0,0.0,0.0,4644.0,7208.0,121.0,5282.0,7762.0,145.0,-638.0,-554.0,-24.0,0.0,1.0,0.0,0.0,0.0,0.0
6920-9234-2-2,Spring,0,2021-01-14 12:26:09,2,2,Blue,jng,Wei,Royal Never Give Up,Olaf,1971,0,2,7,2,8,20,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.2435,0.8524,,,,,,,,,,,,,,,,,,,10457.0,318.3257,1147.6104,1022.7397,13.0,0.3957,16.0,0.4871,12.0,9669,5373.0,163.5616,9500.0,150.0,22.0,128.0,98.0,4.0,4.5662,3984.0,3719.0,71.0,3311.0,4038.0,72.0,673.0,-319.0,-1.0,2.0,0.0,0.0,0.0,0.0,1.0,5433.0,5593.0,108.0,5033.0,6257.0,107.0,400.0,-664.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0
6920-9234-2-2,Spring,0,2021-01-14 12:26:09,2,3,Blue,mid,Cryin,Royal Never Give Up,Orianna,1971,0,2,2,3,8,20,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.2435,0.8524,,,,,,,,,,,,,,,,,,,14288.0,434.9467,351.8721,302.2527,13.0,0.3957,4.0,0.1218,3.0,12490,8194.0,249.4368,11925.0,289.0,235.0,54.0,53.0,0.0,8.7976,3179.0,4762.0,82.0,3274.0,4607.0,91.0,-95.0,155.0,-9.0,0.0,1.0,0.0,0.0,0.0,0.0,5065.0,7756.0,145.0,5415.0,7924.0,157.0,-350.0,-168.0,-12.0,0.0,1.0,0.0,0.0,0.0,0.0
6920-9234-2-2,Spring,0,2021-01-14 12:26:09,2,4,Blue,bot,GALA,Royal Never Give Up,Kai'Sa,1971,0,3,5,4,8,20,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.2435,0.8524,,,,,,,,,,,,,,,,,,,14642.0,445.723,513.9117,319.726,12.0,0.3653,12.0,0.3653,5.0,13888,9592.0,291.9939,13975.0,329.0,304.0,25.0,21.0,0.0,10.0152,3202.0,3191.0,83.0,3390.0,3354.0,92.0,-188.0,-163.0,-9.0,0.0,1.0,0.0,0.0,0.0,0.0,5207.0,5709.0,141.0,6258.0,5730.0,140.0,-1051.0,-21.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
6920-9234-2-2,Spring,0,2021-01-14 12:26:09,2,5,Blue,sup,Ming,Royal Never Give Up,Leona,1971,0,1,3,4,8,20,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.2435,0.8524,,,,,,,,,,,,,,,,,,,2790.0,84.9315,420.7915,644.5662,58.0,1.7656,12.0,0.3653,17.0,7209,2913.0,88.6758,6625.0,38.0,38.0,0.0,0.0,0.0,1.1568,2214.0,2632.0,17.0,2109.0,2241.0,15.0,105.0,391.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3367.0,3800.0,28.0,3204.0,3258.0,23.0,163.0,542.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0
6920-9234-2-2,Spring,0,2021-01-14 12:26:09,2,6,Red,top,Bin,Suning,Sylas,1971,1,3,0,10,20,8,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.6088,0.8524,,,,,,,,,,,,,,,,,,,13494.0,410.7763,559.5434,510.3196,14.0,0.4262,4.0,0.1218,9.0,12370,8074.0,245.7839,12060.0,254.0,231.0,23.0,8.0,1.0,7.7321,3285.0,4800.0,88.0,2984.0,4550.0,73.0,301.0,250.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,5282.0,7762.0,145.0,4644.0,7208.0,121.0,638.0,554.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0
6920-9234-2-2,Spring,0,2021-01-14 12:26:09,2,7,Red,jng,SofM,Suning,Pantheon,1971,1,4,4,8,20,8,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.6088,0.8524,,,,,,,,,,,,,,,,,,,13458.0,409.6804,942.7093,603.8965,15.0,0.4566,9.0,0.274,12.0,11552,7256.0,220.8828,10350.0,201.0,22.0,179.0,122.0,3.0,6.1187,3311.0,4038.0,72.0,3984.0,3719.0,71.0,-673.0,319.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,5033.0,6257.0,107.0,5433.0,5593.0,108.0,-400.0,664.0,-1.0,0.0,1.0,1.0,2.0,0.0,0.0
6920-9234-2-2,Spring,0,2021-01-14 12:26:09,2,8,Red,mid,Angel,Suning,Viktor,1971,1,8,1,7,20,8,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.6088,0.8524,,,,,,,,,,,,,,,,,,,18993.0,578.1735,372.207,511.2024,16.0,0.4871,2.0,0.0609,5.0,13782,9486.0,288.7671,11175.0,300.0,269.0,31.0,21.0,6.0,9.1324,3274.0,4607.0,91.0,3179.0,4762.0,82.0,95.0,-155.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,5415.0,7924.0,157.0,5065.0,7756.0,145.0,350.0,168.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0
6920-9234-2-2,Spring,0,2021-01-14 12:26:09,2,9,Red,bot,huanfeng,Suning,Aphelios,1971,1,3,0,16,20,8,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.6088,0.8524,,,,,,,,,,,,,,,,,,,26083.0,794.003,281.5221,615.5251,16.0,0.4871,23.0,0.7002,5.0,16056,11760.0,357.9909,14225.0,357.0,305.0,52.0,33.0,6.0,10.8676,3390.0,3354.0,92.0,3202.0,3191.0,83.0,188.0,163.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,6258.0,5730.0,140.0,5207.0,5709.0,141.0,1051.0,21.0,-1.0,1.0,0.0,0.0,0.0,1.0,1.0
6920-9234-2-2,Spring,0,2021-01-14 12:26:09,2,10,Red,sup,ON,Suning,Thresh,1971,1,2,3,7,20,8,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.6088,0.8524,,,,,,,,,,,,,,,,,,,3067.0,93.3638,292.0244,411.9635,52.0,1.583,21.0,0.6393,14.0,7531,3235.0,98.4779,6610.0,41.0,41.0,0.0,0.0,0.0,1.2481,2109.0,2241.0,15.0,2214.0,2632.0,17.0,-105.0,-391.0,-2.0,0.0,0.0,1.0,0.0,1.0,0.0,3204.0,3258.0,23.0,3367.0,3800.0,28.0,-163.0,-542.0,-5.0,0.0,0.0,1.0,0.0,1.0,0.0
6920-9233-3-3,Spring,0,2021-01-14 13:19:05,3,1,Blue,top,Bin,Suning,Aatrox,2565,0,0,1,0,2,12,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0468,0.3275,,,,,,,,,,,,,,,,,,,11546.0,270.0819,775.7427,817.5673,19.0,0.4444,10.0,0.2339,5.0,14418,8910.0,208.4211,13875.0,357.0,312.0,45.0,31.0,0.0,8.3509,3376.0,5013.0,91.0,3339.0,4884.0,92.0,37.0,129.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,5052.0,7676.0,138.0,5256.0,7929.0,150.0,-204.0,-253.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0
6920-9233-3-3,Spring,0,2021-01-14 13:19:05,3,2,Blue,jng,SofM,Suning,Nidalee,2565,0,0,3,1,2,12,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0468,0.3275,,,,,,,,,,,,,,,,,,,9770.0,228.538,735.9064,435.4386,83.0,1.9415,56.0,1.3099,17.0,12276,6768.0,158.3158,11425.0,249.0,64.0,185.0,137.0,3.0,5.8246,3045.0,3432.0,63.0,3927.0,3747.0,69.0,-882.0,-315.0,-6.0,0.0,0.0,1.0,2.0,0.0,0.0,4819.0,6397.0,108.0,5445.0,5875.0,105.0,-626.0,522.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0
6920-9233-3-3,Spring,0,2021-01-14 13:19:05,3,3,Blue,mid,Angel,Suning,Azir,2565,0,1,2,0,2,12,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0468,0.3275,,,,,,,,,,,,,,,,,,,15524.0,363.1345,326.3392,241.5673,21.0,0.4912,11.0,0.2573,9.0,17708,12200.0,285.3801,17495.0,458.0,406.0,52.0,47.0,0.0,10.7135,3453.0,4801.0,96.0,3140.0,4429.0,69.0,313.0,372.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,5674.0,8119.0,163.0,5005.0,7256.0,126.0,669.0,863.0,37.0,0.0,0.0,0.0,0.0,1.0,0.0
6920-9233-3-3,Spring,0,2021-01-14 13:19:05,3,4,Blue,bot,huanfeng,Suning,Samira,2565,0,1,2,0,2,12,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0468,0.3275,,,,,,,,,,,,,,,,,,,10915.0,255.3216,415.9766,506.1988,16.0,0.3743,20.0,0.4678,4.0,18426,12918.0,302.1754,18550.0,473.0,418.0,55.0,49.0,0.0,11.0643,3103.0,3174.0,78.0,3662.0,3286.0,86.0,-559.0,-112.0,-8.0,0.0,0.0,1.0,1.0,2.0,0.0,5544.0,5557.0,143.0,5628.0,5527.0,141.0,-84.0,30.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0
6920-9233-3-3,Spring,0,2021-01-14 13:19:05,3,5,Blue,sup,ON,Suning,Maokai,2565,0,0,4,1,2,12,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0468,0.3275,,,,,,,,,,,,,,,,,,,16941.0,396.2807,229.3333,148.117,45.0,1.0526,14.0,0.3275,6.0,8105,2597.0,60.7485,7900.0,40.0,40.0,0.0,0.0,0.0,0.9357,2023.0,2169.0,16.0,2538.0,2739.0,15.0,-515.0,-570.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,3197.0,3546.0,27.0,3504.0,3598.0,24.0,-307.0,-52.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0
6920-9233-3-3,Spring,0,2021-01-14 13:19:05,3,6,Red,top,Xiaohu,Royal Never Give Up,Gnar,2565,1,4,0,3,12,2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.2807,0.3275,,,,,,,,,,,,,,,,,,,19147.0,447.883,726.6433,1365.6842,17.0,0.3977,23.0,0.538,4.0,19142,13634.0,318.924,17850.0,444.0,411.0,33.0,25.0,0.0,10.386,3339.0,4884.0,92.0,3376.0,5013.0,91.0,-37.0,-129.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5256.0,7929.0,150.0,5052.0,7676.0,138.0,204.0,253.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
6920-9233-3-3,Spring,0,2021-01-14 13:19:05,3,7,Red,jng,Wei,Royal Never Give Up,Lillia,2565,1,3,2,2,12,2,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.2807,0.3275,,,,,,,,,,,,,,,,,,,9430.0,220.5848,718.1754,359.6959,45.0,1.0526,16.0,0.3743,26.0,11549,6041.0,141.3099,10535.0,200.0,33.0,167.0,127.0,2.0,4.6784,3927.0,3747.0,69.0,3045.0,3432.0,63.0,882.0,315.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,5445.0,5875.0,105.0,4819.0,6397.0,108.0,626.0,-522.0,-3.0,2.0,0.0,1.0,0.0,1.0,1.0
6920-9233-3-3,Spring,0,2021-01-14 13:19:05,3,8,Red,mid,Cryin,Royal Never Give Up,Orianna,2565,1,2,0,7,12,2,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.2807,0.3275,,,,,,,,,,,,,,,,,,,19660.0,459.883,275.8596,326.1287,20.0,0.4678,20.0,0.4678,6.0,17445,11937.0,279.2281,15600.0,403.0,337.0,66.0,49.0,0.0,9.4269,3140.0,4429.0,69.0,3453.0,4801.0,96.0,-313.0,-372.0,-27.0,0.0,1.0,0.0,0.0,0.0,0.0,5005.0,7256.0,126.0,5674.0,8119.0,163.0,-669.0,-863.0,-37.0,0.0,1.0,0.0,0.0,0.0,0.0
6920-9233-3-3,Spring,0,2021-01-14 13:19:05,3,9,Red,bot,GALA,Royal Never Give Up,Xayah,2565,1,2,0,7,12,2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.2807,0.3275,,,,,,,,,,,,,,,,,,,16789.0,392.7251,232.3275,318.8772,17.0,0.3977,16.0,0.3743,7.0,19030,13522.0,316.3041,17400.0,495.0,439.0,56.0,40.0,0.0,11.5789,3662.0,3286.0,86.0,3103.0,3174.0,78.0,559.0,112.0,8.0,1.0,2.0,0.0,0.0,0.0,1.0,5628.0,5527.0,141.0,5544.0,5557.0,143.0,84.0,-30.0,-2.0,1.0,2.0,0.0,1.0,0.0,1.0
6920-9233-3-3,Spring,0,2021-01-14 13:19:05,3,10,Red,sup,Ming,Royal Never Give Up,Alistar,2565,1,1,0,8,12,2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.2807,0.3275,,,,,,,,,,,,,,,,,,,3471.0,81.193,441.0292,337.3333,102.0,2.386,15.0,0.3509,28.0,8667,3159.0,73.8947,7800.0,41.0,41.0,0.0,0.0,0.0,0.9591,2538.0,2739.0,15.0,2023.0,2169.0,16.0,515.0,570.0,-1.0,1.0,2.0,0.0,0.0,0.0,2.0,3504.0,3598.0,24.0,3197.0,3546.0,27.0,307.0,52.0,-3.0,1.0,2.0,0.0,0.0,1.0,2.0
6921-9241-1-1,Spring,0,2021-01-15 09:18:27,1,1,Blue,top,Ziv,Rogue Warriors,Gnar,1679,0,1,2,4,7,19,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.2501,0.9291,,,,,,,,,,,,,,,,,,,11564.0,413.246,598.4634,522.4896,7.0,0.2501,10.0,0.3574,4.0,9979,6278.0,224.3478,9850.0,206.0,202.0,4.0,0.0,0.0,7.3615,3332.0,4476.0,85.0,4078.0,5118.0,93.0,-746.0,-642.0,-8.0,0.0,1.0,1.0,1.0,2.0,0.0,6594.0,7215.0,138.0,5524.0,7496.0,132.0,1070.0,-281.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0
6921-9241-1-1,Spring,0,2021-01-15 09:18:27,1,2,Blue,jng,Haro,Rogue Warriors,Hecarim,1679,0,1,4,5,7,19,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.2501,0.9291,,,,,,,,,,,,,,,,,,,6150.0,219.7737,984.3716,637.0578,7.0,0.2501,8.0,0.2859,7.0,9330,5629.0,201.1554,9008.0,171.0,15.0,156.0,118.0,5.0,6.1108,3089.0,3299.0,57.0,3136.0,3373.0,60.0,-47.0,-74.0,-3.0,0.0,2.0,2.0,0.0,3.0,2.0,5355.0,5722.0,90.0,4562.0,5567.0,103.0,793.0,155.0,-13.0,0.0,4.0,2.0,0.0,3.0,2.0
